0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
20,43.2000007629395,43.1800003051758,41.6300010681152
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
54,43.2000007629395,43.1800003051758,41.6300010681152
0,0,0,0
56,43.2000007629395,43.1800003051758,41.6300010681152
0,0,0,0
58,43.2000007629395,43.1800003051758,41.6300010681152
59,43.2000007629395,43.1800003051758,41.6300010681152
0,0,0,0
0,0,0,0
62,43.2000007629395,43.1800003051758,41.6300010681152
63,43.2000007629395,43.1800003051758,41.6300010681152
64,43.2000007629395,43.1800003051758,41.6300010681152
65,41.2799987792969,41.2599983215332,39.7099990844727
66,41.2799987792969,41.2599983215332,39.7099990844727
67,41.2799987792969,41.2599983215332,39.7099990844727
68,41.2799987792969,41.2599983215332,39.7099990844727
69,41.2799987792969,41.2599983215332,39.7099990844727
70,41.2799987792969,41.2599983215332,39.7099990844727
71,41.2799987792969,41.2599983215332,39.7099990844727
72,41.2799987792969,41.2599983215332,39.7099990844727
73,41.2799987792969,41.2599983215332,39.7099990844727
74,41.2799987792969,41.2599983215332,39.7099990844727
75,41.2799987792969,41.2599983215332,39.7099990844727
76,41.2799987792969,41.2599983215332,39.7099990844727
77,41.2799987792969,41.2599983215332,39.7099990844727
78,41.2799987792969,41.2599983215332,39.7099990844727
79,41.2799987792969,41.2599983215332,39.7099990844727
80,41.2799987792969,41.2599983215332,39.7099990844727
81,38.6399993896484,38.6199989318848,37.310001373291
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
88,38.6399993896484,38.6199989318848,37.310001373291
89,38.6399993896484,38.6199989318848,37.310001373291
90,38.6399993896484,38.6199989318848,37.310001373291
